season_episode,season,episode,episode_type,contestant_id,contestant,outcome
S1E 8,1,8,Finale,7,Shannel,
S1E 8,1,8,Finale,5,Ongina,
S1E 8,1,8,Finale,3,Jade,
S1E 8,1,8,Finale,1,Akashia,
S1E 8,1,8,Finale,8,Tammie Brown,
S1E 8,1,8,Finale,9,"Victoria ""Porkchop"" Parker",
S2E 11,2,11,Finale,21,Tyra Sanchez,WIN
S2E 11,2,11,Finale,16,Raven,RUN
S2E 11,2,11,Finale,11,Jujubee,ELIM
S2E 11,2,11,Finale,20,Tatianna,
S2E 11,2,11,Finale,15,Pandora Boxx,
S2E 11,2,11,Finale,10,Jessica Wild,
S2E 11,2,11,Finale,17,Sahara Davenport ,
S2E 11,2,11,Finale,12,Morgan McMichaels,
S2E 11,2,11,Finale,19,Sonique,
S2E 11,2,11,Finale,13,Mystique Summers Madison,
S2E 11,2,11,Finale,14,Nicole Paige Brooks,
S2E 11,2,11,Finale,18,Shangela,
S3E 15,3,15,Finale,30,Raja,WIN
S3E 15,3,15,Finale,26,Manila Luzon,RUN
S3E 15,3,15,Finale,22,Alexis Mateo,ELIM
S3E 15,3,15,Finale,33,Yara Sofia,
S3E 15,3,15,Finale,23,Carmen Carrera,
S3E 15,3,15,Finale,18,Shangela,
S3E 15,3,15,Finale,24,Delta Work,
S3E 15,3,15,Finale,31,Stacy Layne Matthews,
S3E 15,3,15,Finale,27,Mariah,
S3E 15,3,15,Finale,25,India Ferrah,
S3E 15,3,15,Finale,28,Mimi Imfurst,
S3E 15,3,15,Finale,29,Phoenix,
S3E 15,3,15,Finale,32,Venus D-Lite,
S13E 2,13,2,GirlGroups,163,Symone,WIN
S13E 3,13,3,GirlGroups,163,Symone,
S13E 2,13,2,GirlGroups,159,Kandy Muse,LOW
S13E 3,13,3,GirlGroups,159,Kandy Muse,
S13E 2,13,2,GirlGroups,156,Gottmik,LOW
S13E 3,13,3,GirlGroups,156,Gottmik,
S13E 2,13,2,GirlGroups,162,Rosé,
S13E 3,13,3,GirlGroups,162,Rosé,TOP
S13E 2,13,2,GirlGroups,161,Olivia Lux,TOP
S13E 3,13,3,GirlGroups,161,Olivia Lux,
S13E 2,13,2,GirlGroups,166,Utica Queen,
S13E 3,13,3,GirlGroups,166,Utica Queen,HIGH
S13E 2,13,2,GirlGroups,165,Tina Burner,HIGH
S13E 3,13,3,GirlGroups,165,Tina Burner,
S13E 2,13,2,GirlGroups,154,Denali,
S13E 3,13,3,GirlGroups,154,Denali,WIN
S13E 2,13,2,GirlGroups,155,Elliott with 2 Ts,HIGH
S13E 3,13,3,GirlGroups,155,Elliott with 2 Ts,
S13E 2,13,2,GirlGroups,160,LaLa Ri,HIGH
S13E 3,13,3,GirlGroups,160,LaLa Ri,
S13E 2,13,2,GirlGroups,164,Tamisha Iman,
S13E 3,13,3,GirlGroups,164,Tamisha Iman,HIGH
S13E 2,13,2,GirlGroups,157,Joey Jay,
S13E 3,13,3,GirlGroups,157,Joey Jay,LOW
S13E 2,13,2,GirlGroups,158,Kahmora Hall,
S13E 3,13,3,GirlGroups,158,Kahmora Hall,LOW
S4E 14,4,14,Grand Finale,44,Sharon Needles,WIN
S4E 14,4,14,Grand Finale,35,Chad Michaels,RUN
S4E 14,4,14,Grand Finale,43,Phi Phi O'Hara,RUN
S4E 14,4,14,Grand Finale,40,Latrice Royale,MISS CON
S4E 14,4,14,Grand Finale,38,Kenya Michaels,GUEST
S4E 14,4,14,Grand Finale,36,DiDa Ritz,GUEST
S4E 14,4,14,Grand Finale,46,Willam,GUEST
S4E 14,4,14,Grand Finale,37,Jiggly Caliente,GUEST
S4E 14,4,14,Grand Finale,42,Milan,GUEST
S4E 14,4,14,Grand Finale,41,Madame LaQueer,GUEST
S4E 14,4,14,Grand Finale,45,The Princess,GUEST
S4E 14,4,14,Grand Finale,39,Lashauwn Beyond,GUEST
S4E 14,4,14,Grand Finale,34,Alisa Summers,GUEST
S5E 14,5,14,Grand Finale,54,Jinkx Monsoon,WIN
S5E 14,5,14,Grand Finale,47,Alaska,RUN
S5E 14,5,14,Grand Finale,58,Roxxxy Andrews,RUN
S5E 14,5,14,Grand Finale,50,Detox,GUEST
S5E 14,5,14,Grand Finale,49,Coco Montrese,GUEST
S5E 14,5,14,Grand Finale,48,Alyssa Edwards,GUEST
S5E 14,5,14,Grand Finale,52,Ivy Winters,MISS CON
S5E 14,5,14,Grand Finale,53,Jade Jolie,GUEST
S5E 14,5,14,Grand Finale,55,Lineysha Sparx,GUEST
S5E 14,5,14,Grand Finale,51,Honey Mahogany,GUEST
S5E 14,5,14,Grand Finale,60,Vivienne Pinay,GUEST
S5E 14,5,14,Grand Finale,56,Monica Beverly Hillz,GUEST
S5E 14,5,14,Grand Finale,59,Serena ChaCha,GUEST
S5E 14,5,14,Grand Finale,57,Penny Tration,GUEST
S6E 14,6,14,Grand Finale,64,Bianca Del Rio,WIN
S6E 14,6,14,Grand Finale,61,Adore Delano,RUN
S6E 14,6,14,Grand Finale,65,Courtney Act,RUN
S6E 14,6,14,Grand Finale,66,Darienne Lake,GUEST
S6E 14,6,14,Grand Finale,63,BenDeLaCreme,MISS CON
S6E 14,6,14,Grand Finale,68,Joslyn Fox,GUEST
S6E 14,6,14,Grand Finale,73,Trinity K. Bonet,GUEST
S6E 14,6,14,Grand Finale,70,Laganja Estranja,GUEST
S6E 14,6,14,Grand Finale,72,Milk,GUEST
S6E 14,6,14,Grand Finale,67,Gia Gunn,GUEST
S6E 14,6,14,Grand Finale,62,April Carrión,GUEST
S6E 14,6,14,Grand Finale,74,Vivacious,GUEST
S6E 14,6,14,Grand Finale,71,Magnolia Crawford,GUEST
S6E 14,6,14,Grand Finale,69,Kelly Mantle,GUEST
S7E 14,7,14,Grand Finale,88,Violet Chachki,WIN
S7E 14,7,14,Grand Finale,75,Ginger Minj,RUN
S7E 14,7,14,Grand Finale,84,Pearl,RUN
S7E 14,7,14,Grand Finale,80,Kennedy Davenport,GUEST
S7E 14,7,14,Grand Finale,79,Katya,MISS CON
S7E 14,7,14,Grand Finale,87,Trixie Mattel,GUEST
S7E 14,7,14,Grand Finale,82,Miss Fame,GUEST
S7E 14,7,14,Grand Finale,76,Jaidynn Diore Fierce,GUEST
S7E 14,7,14,Grand Finale,81,Max,GUEST
S7E 14,7,14,Grand Finale,78,Kandy Ho,GUEST
S7E 14,7,14,Grand Finale,83,Mrs. Kasha Davis,GUEST
S7E 14,7,14,Grand Finale,77,Jasmine Masters,GUEST
S7E 14,7,14,Grand Finale,85,Sasha Belle,GUEST
S7E 14,7,14,Grand Finale,86,Tempest DuJour,GUEST
S8E 10,8,10,Grand Finale,90,Bob the Drag Queen,WIN
S8E 10,8,10,Grand Finale,95,Kim Chi,RUN
S8E 10,8,10,Grand Finale,97,Naomi Smalls,RUN
S8E 10,8,10,Grand Finale,91,Chi Chi DeVayne ,GUEST
S8E 10,8,10,Grand Finale,94,Derrick Barry,GUEST
S8E 10,8,10,Grand Finale,100,Thorgy Thor,GUEST
S8E 10,8,10,Grand Finale,99,Robbie Turner,GUEST
S8E 10,8,10,Grand Finale,89,Acid Betty,GUEST
S8E 10,8,10,Grand Finale,98,Naysha Lopez,GUEST
S8E 10,8,10,Grand Finale,92,Cynthia Lee Fontaine,MISS CON
S8E 10,8,10,Grand Finale,93,Dax ExclamationPoint,GUEST
S8E 10,8,10,Grand Finale,96,Laila McQueen,GUEST
S9E 14,9,14,Grand Finale,110,Sasha Velour,WIN
S9E 14,9,14,Grand Finale,109,Peppermint,ELIM
S9E 14,9,14,Grand Finale,111,Shea Couleé,ELIM
S9E 14,9,14,Grand Finale,112,Trinity Taylor,ELIM
S9E 14,9,14,Grand Finale,102,Alexis Michelle,GUEST
S9E 14,9,14,Grand Finale,108,Nina Bo'nina Brown,GUEST
S9E 14,9,14,Grand Finale,113,Valentina,GUEST
S9E 14,9,14,Grand Finale,105,Farrah Moan,GUEST
S9E 14,9,14,Grand Finale,101,Aja,GUEST
S9E 14,9,14,Grand Finale,92,Cynthia Lee Fontaine,GUEST
S9E 14,9,14,Grand Finale,104,Eureka,GUEST
S9E 14,9,14,Grand Finale,103,Charlie Hides,GUEST
S9E 14,9,14,Grand Finale,107,Kimora Blac,GUEST
S9E 14,9,14,Grand Finale,106,Jaymes Mansfield,GUEST
S10E14,10,14,Grand Finale,114,Aquaria,WIN
S10E14,10,14,Grand Finale,104,Eureka,ELIM
S10E14,10,14,Grand Finale,119,Kameron Michaels,ELIM
S10E14,10,14,Grand Finale,115,Asia O'Hara,ELIM
S10E14,10,14,Grand Finale,121,Miz Cracker,GUEST
S10E14,10,14,Grand Finale,123,Monét X Change,MISS CON
S10E14,10,14,Grand Finale,124,The Vixen,GUEST
S10E14,10,14,Grand Finale,122,Monique Heart,GUEST
S10E14,10,14,Grand Finale,116,Blair St. Clair,GUEST
S10E14,10,14,Grand Finale,120,Mayhem Miller,GUEST
S10E14,10,14,Grand Finale,117,Dusty Ray Bottoms,GUEST
S10E14,10,14,Grand Finale,126,Yuhua Hamasaki,GUEST
S10E14,10,14,Grand Finale,118,Kalorie Karbdashian Williams,GUEST
S10E14,10,14,Grand Finale,125,Vanessa Vanjie Mateo,GUEST
S11E 14,11,14,Grand Finale,140,Yvie Oddly,WIN
S11E 14,11,14,Grand Finale,129,Brooke Lynn Hytes,ELIM
S11E 14,11,14,Grand Finale,127,A'keria C. Davenport,ELIM
S11E 14,11,14,Grand Finale,138,Silky Nutmeg Ganache,ELIM
S11E 14,11,14,Grand Finale,125,Vanessa Vanjie Mateo,GUEST
S11E 14,11,14,Grand Finale,133,Nina West,MISS CON
S11E 14,11,14,Grand Finale,137,Shuga Cain,GUEST
S11E 14,11,14,Grand Finale,134,Plastique Tiara,GUEST
S11E 14,11,14,Grand Finale,135,Ra'Jah O'Hara,GUEST
S11E 14,11,14,Grand Finale,136,Scarlet Envy,GUEST
S11E 14,11,14,Grand Finale,128,Ariel Versace,GUEST
S11E 14,11,14,Grand Finale,132,Mercedes Iman Diamond,GUEST
S11E 14,11,14,Grand Finale,130,Honey Davenport,GUEST
S11E 14,11,14,Grand Finale,131,Kahanna Montrese,GUEST
S11E 14,11,14,Grand Finale,139,Soju,GUEST
S12E 14,12,14,GrandFinale,148,Jaida Essence Hall,WIN
S12E 14,12,14,GrandFinale,143,Crystal Methyd,RUN
S12E 14,12,14,GrandFinale,145,Gigi Goode,RUN
S12E 14,12,14,GrandFinale,152,Sherry Pie,
S12E 14,12,14,GrandFinale,147,Jackie Cox,GUEST
S12E 14,12,14,GrandFinale,146,Heidi N Closet,MISS CON
S12E 14,12,14,GrandFinale,153,Widow Von'Du,GUEST
S12E 14,12,14,GrandFinale,149,Jan,GUEST
S12E 14,12,14,GrandFinale,142,Brita,GUEST
S12E 14,12,14,GrandFinale,141,Aiden Zhane,GUEST
S12E 14,12,14,GrandFinale,150,Nicky Doll,GUEST
S12E 14,12,14,GrandFinale,151,Rock M. Sakura,GUEST
S12E 14,12,14,GrandFinale,144,Dahlia Sin,GUEST
S13E 16,13,16,GrandFinale,163,Symone,WIN
S13E 16,13,16,GrandFinale,159,Kandy Muse,ELIM
S13E 16,13,16,GrandFinale,156,Gottmik,ELIM
S13E 16,13,16,GrandFinale,162,Rosé,ELIM
S13E 16,13,16,GrandFinale,161,Olivia Lux,GUEST
S13E 16,13,16,GrandFinale,166,Utica Queen,GUEST
S13E 16,13,16,GrandFinale,165,Tina Burner,GUEST
S13E 16,13,16,GrandFinale,154,Denali,GUEST
S13E 16,13,16,GrandFinale,155,Elliott with 2 Ts,GUEST
S13E 16,13,16,GrandFinale,160,LaLa Ri,MISS CON
S13E 16,13,16,GrandFinale,164,Tamisha Iman,GUEST
S13E 16,13,16,GrandFinale,157,Joey Jay,GUEST
S13E 16,13,16,GrandFinale,158,Kahmora Hall,GUEST
S3E12,3,12,Make Over,30,Raja,BTM
S3E12,3,12,Make Over,26,Manila Luzon,WIN
S3E12,3,12,Make Over,22,Alexis Mateo,HIGH
S3E12,3,12,Make Over,33,Yara Sofia,HIGH
S3E12,3,12,Make Over,23,Carmen Carrera,ELIM
S3E12,3,12,Make Over,18,Shangela,
S3E12,3,12,Make Over,24,Delta Work,
S3E12,3,12,Make Over,31,Stacy Layne Matthews,
S3E12,3,12,Make Over,27,Mariah,
S3E12,3,12,Make Over,25,India Ferrah,
S3E12,3,12,Make Over,28,Mimi Imfurst,
S3E12,3,12,Make Over,29,Phoenix,
S3E12,3,12,Make Over,32,Venus D-Lite,
S5E10,5,10,Make Over,54,Jinkx Monsoon,HIGH
S5E10,5,10,Make Over,47,Alaska,LOW
S5E10,5,10,Make Over,58,Roxxxy Andrews,WIN
S5E10,5,10,Make Over,50,Detox,BTM
S5E10,5,10,Make Over,49,Coco Montrese,ELIM
S5E10,5,10,Make Over,48,Alyssa Edwards,
S5E10,5,10,Make Over,52,Ivy Winters,
S5E10,5,10,Make Over,53,Jade Jolie,
S5E10,5,10,Make Over,55,Lineysha Sparx,
S5E10,5,10,Make Over,51,Honey Mahogany,
S5E10,5,10,Make Over,60,Vivienne Pinay,
S5E10,5,10,Make Over,56,Monica Beverly Hillz,
S5E10,5,10,Make Over,59,Serena ChaCha,
S5E10,5,10,Make Over,57,Penny Tration,
S6E10,6,10,Make Over,64,Bianca Del Rio,WIN
S6E10,6,10,Make Over,61,Adore Delano,BTM
S6E10,6,10,Make Over,65,Courtney Act,SAFE
S6E10,6,10,Make Over,66,Darienne Lake,LOW
S6E10,6,10,Make Over,63,BenDeLaCreme,HIGH
S6E10,6,10,Make Over,68,Joslyn Fox,ELIM
S6E10,6,10,Make Over,73,Trinity K. Bonet,
S6E10,6,10,Make Over,70,Laganja Estranja,
S6E10,6,10,Make Over,72,Milk,
S6E10,6,10,Make Over,67,Gia Gunn,
S6E10,6,10,Make Over,62,April Carrión,
S6E10,6,10,Make Over,74,Vivacious,
S6E10,6,10,Make Over,71,Magnolia Crawford,
S6E10,6,10,Make Over,69,Kelly Mantle,
S9E10,9,10,Make Over,110,Sasha Velour,HIGH
S9E10,9,10,Make Over,109,Peppermint,SAFE
S9E10,9,10,Make Over,111,Shea Couleé,BTM
S9E10,9,10,Make Over,112,Trinity Taylor,WIN
S9E10,9,10,Make Over,102,Alexis Michelle,LOW
S9E10,9,10,Make Over,108,Nina Bo'nina Brown,ELIM
S9E10,9,10,Make Over,113,Valentina,
S9E10,9,10,Make Over,105,Farrah Moan,
S9E10,9,10,Make Over,101,Aja,
S9E10,9,10,Make Over,92,Cynthia Lee Fontaine,
S9E10,9,10,Make Over,104,Eureka,
S9E10,9,10,Make Over,103,Charlie Hides,
S9E10,9,10,Make Over,107,Kimora Blac,
S9E10,9,10,Make Over,106,Jaymes Mansfield,
S10E10,10,10,Make Over,114,Aquaria,LOW
S10E10,10,10,Make Over,104,Eureka,HIGH
S10E10,10,10,Make Over,119,Kameron Michaels,BTM
S10E10,10,10,Make Over,115,Asia O'Hara,HIGH
S10E10,10,10,Make Over,121,Miz Cracker,WIN
S10E10,10,10,Make Over,123,Monét X Change,ELIM
S10E10,10,10,Make Over,124,The Vixen,
S10E10,10,10,Make Over,122,Monique Heart,
S10E10,10,10,Make Over,116,Blair St. Clair,
S10E10,10,10,Make Over,120,Mayhem Miller,
S10E10,10,10,Make Over,117,Dusty Ray Bottoms,
S10E10,10,10,Make Over,126,Yuhua Hamasaki,
S10E10,10,10,Make Over,118,Kalorie Karbdashian Williams,
S10E10,10,10,Make Over,125,Vanessa Vanjie Mateo,
S11E 11,11,11,Make Over,140,Yvie Oddly,LOW
S11E 11,11,11,Make Over,129,Brooke Lynn Hytes,WIN
S11E 11,11,11,Make Over,127,A'keria C. Davenport,HIGH
S11E 11,11,11,Make Over,138,Silky Nutmeg Ganache,BTM
S11E 11,11,11,Make Over,125,Vanessa Vanjie Mateo,HIGH
S11E 11,11,11,Make Over,133,Nina West,ELIM
S11E 11,11,11,Make Over,137,Shuga Cain,GUEST
S11E 11,11,11,Make Over,134,Plastique Tiara,GUEST
S11E 11,11,11,Make Over,135,Ra'Jah O'Hara,
S11E 11,11,11,Make Over,136,Scarlet Envy,GUEST
S11E 11,11,11,Make Over,128,Ariel Versace,GUEST
S11E 11,11,11,Make Over,132,Mercedes Iman Diamond,
S11E 11,11,11,Make Over,130,Honey Davenport,GUEST
S11E 11,11,11,Make Over,131,Kahanna Montrese,
S11E 11,11,11,Make Over,139,Soju,GUEST
S1E 5,1,5,MakeOver,2,BeBe Zahara Benet,BTM
S1E 5,1,5,MakeOver,4,Nina Flowers,LOW
S1E 5,1,5,MakeOver,6,Rebecca Glasscock,WIN
S1E 5,1,5,MakeOver,7,Shannel,HIGH
S1E 5,1,5,MakeOver,5,Ongina,ELIM
S1E 5,1,5,MakeOver,3,Jade,
S1E 5,1,5,MakeOver,1,Akashia,
S1E 5,1,5,MakeOver,8,Tammie Brown,
S1E 5,1,5,MakeOver,9,"Victoria ""Porkchop"" Parker",
S2E 8,2,8,MakeOver,21,Tyra Sanchez,HIGH
S2E 8,2,8,MakeOver,16,Raven,WIN
S2E 8,2,8,MakeOver,11,Jujubee,BTM
S2E 8,2,8,MakeOver,20,Tatianna,HIGH
S2E 8,2,8,MakeOver,15,Pandora Boxx,ELIM
S2E 8,2,8,MakeOver,10,Jessica Wild,
S2E 8,2,8,MakeOver,17,Sahara Davenport ,
S2E 8,2,8,MakeOver,12,Morgan McMichaels,
S2E 8,2,8,MakeOver,19,Sonique,
S2E 8,2,8,MakeOver,13,Mystique Summers Madison,
S2E 8,2,8,MakeOver,14,Nicole Paige Brooks,
S2E 8,2,8,MakeOver,18,Shangela,
S4E 10,4,10,MakeOver,44,Sharon Needles,LOW
S4E 10,4,10,MakeOver,35,Chad Michaels,HIGH
S4E 10,4,10,MakeOver,43,Phi Phi O'Hara,WIN
S4E 10,4,10,MakeOver,40,Latrice Royale,BTM
S4E 10,4,10,MakeOver,38,Kenya Michaels,ELIM
S4E 10,4,10,MakeOver,36,DiDa Ritz,
S4E 10,4,10,MakeOver,46,Willam,
S4E 10,4,10,MakeOver,37,Jiggly Caliente,
S4E 10,4,10,MakeOver,42,Milan,
S4E 10,4,10,MakeOver,41,Madame LaQueer,
S4E 10,4,10,MakeOver,45,The Princess,
S4E 10,4,10,MakeOver,39,Lashauwn Beyond,
S4E 10,4,10,MakeOver,34,Alisa Summers,
S7E 8,7,8,MakeOver,88,Violet Chachki,HIGH
S7E 8,7,8,MakeOver,75,Ginger Minj,BTM
S7E 8,7,8,MakeOver,84,Pearl,WIN
S7E 8,7,8,MakeOver,80,Kennedy Davenport,SAFE
S7E 8,7,8,MakeOver,79,Katya,HIGH
S7E 8,7,8,MakeOver,87,Trixie Mattel,WIN
S7E 8,7,8,MakeOver,82,Miss Fame,LOW
S7E 8,7,8,MakeOver,76,Jaidynn Diore Fierce,ELIM
S7E 8,7,8,MakeOver,81,Max,OUT
S7E 8,7,8,MakeOver,78,Kandy Ho,OUT
S7E 8,7,8,MakeOver,83,Mrs. Kasha Davis,OUT
S7E 8,7,8,MakeOver,77,Jasmine Masters,OUT
S7E 8,7,8,MakeOver,85,Sasha Belle,OUT
S7E 8,7,8,MakeOver,86,Tempest DuJour,OUT
S8E 6,8,6,MakeOver,90,Bob the Drag Queen,SAFE
S8E 6,8,6,MakeOver,95,Kim Chi,HIGH
S8E 6,8,6,MakeOver,97,Naomi Smalls,WIN
S8E 6,8,6,MakeOver,91,Chi Chi DeVayne ,LOW
S8E 6,8,6,MakeOver,94,Derrick Barry,BTM
S8E 6,8,6,MakeOver,100,Thorgy Thor,SAFE
S8E 6,8,6,MakeOver,99,Robbie Turner,ELIM
S8E 6,8,6,MakeOver,89,Acid Betty,
S8E 6,8,6,MakeOver,98,Naysha Lopez,
S8E 6,8,6,MakeOver,92,Cynthia Lee Fontaine,
S8E 6,8,6,MakeOver,93,Dax ExclamationPoint,
S8E 6,8,6,MakeOver,96,Laila McQueen,
S12E 10,12,10,MakeOver,148,Jaida Essence Hall,WIN
S12E 10,12,10,MakeOver,143,Crystal Methyd,HIGH
S12E 10,12,10,MakeOver,145,Gigi Goode,SAFE
S12E 10,12,10,MakeOver,152,Sherry Pie,HIGH
S12E 10,12,10,MakeOver,147,Jackie Cox,BTM
S12E 10,12,10,MakeOver,146,Heidi N Closet,BTM
S12E 10,12,10,MakeOver,153,Widow Von'Du,
S12E 10,12,10,MakeOver,149,Jan,
S12E 10,12,10,MakeOver,142,Brita,
S12E 10,12,10,MakeOver,141,Aiden Zhane,
S12E 10,12,10,MakeOver,150,Nicky Doll,
S12E 10,12,10,MakeOver,151,Rock M. Sakura,
S12E 10,12,10,MakeOver,144,Dahlia Sin,
S13E 10,13,10,MakeOver,163,Symone,WIN
S13E 10,13,10,MakeOver,159,Kandy Muse,HIGH
S13E 10,13,10,MakeOver,156,Gottmik,HIGH
S13E 10,13,10,MakeOver,162,Rosé,LOW
S13E 10,13,10,MakeOver,161,Olivia Lux,BTM
S13E 10,13,10,MakeOver,166,Utica Queen,WIN
S13E 10,13,10,MakeOver,165,Tina Burner,LOW
S13E 10,13,10,MakeOver,154,Denali,ELIM
S13E 10,13,10,MakeOver,155,Elliott with 2 Ts,
S13E 10,13,10,MakeOver,160,LaLa Ri,
S13E 10,13,10,MakeOver,164,Tamisha Iman,
S13E 10,13,10,MakeOver,157,Joey Jay,
S13E 10,13,10,MakeOver,158,Kahmora Hall,
S6E 1,6,1,Premiere,64,Bianca Del Rio,
S6E 2,6,2,Premiere,64,Bianca Del Rio,WIN
S6E 1,6,1,Premiere,61,Adore Delano,LOW
S6E 2,6,2,Premiere,61,Adore Delano,
S6E 1,6,1,Premiere,65,Courtney Act,
S6E 2,6,2,Premiere,65,Courtney Act,SAFE
S6E 1,6,1,Premiere,66,Darienne Lake,
S6E 2,6,2,Premiere,66,Darienne Lake,BTM
S6E 1,6,1,Premiere,63,BenDeLaCreme,WIN
S6E 2,6,2,Premiere,63,BenDeLaCreme,
S6E 1,6,1,Premiere,68,Joslyn Fox,
S6E 2,6,2,Premiere,68,Joslyn Fox,LOW
S6E 1,6,1,Premiere,73,Trinity K. Bonet,
S6E 2,6,2,Premiere,73,Trinity K. Bonet,HIGH
S6E 1,6,1,Premiere,70,Laganja Estranja,SAFE
S6E 2,6,2,Premiere,70,Laganja Estranja,
S6E 1,6,1,Premiere,72,Milk,
S6E 2,6,2,Premiere,72,Milk,HIGH
S6E 1,6,1,Premiere,67,Gia Gunn,HIGH
S6E 2,6,2,Premiere,67,Gia Gunn,
S6E 1,6,1,Premiere,62,April Carrión,HIGH
S6E 2,6,2,Premiere,62,April Carrión,
S6E 1,6,1,Premiere,74,Vivacious,BTM
S6E 2,6,2,Premiere,74,Vivacious,
S6E 1,6,1,Premiere,71,Magnolia Crawford,
S6E 2,6,2,Premiere,71,Magnolia Crawford,ELIM
S6E 1,6,1,Premiere,69,Kelly Mantle,ELIM
S6E 2,6,2,Premiere,69,Kelly Mantle,
S12E 1,12,1,Premiere,148,Jaida Essence Hall,
S12E 2,12,2,Premiere,148,Jaida Essence Hall,WIN
S12E 1,12,1,Premiere,143,Crystal Methyd,SAFE
S12E 2,12,2,Premiere,143,Crystal Methyd,
S12E 1,12,1,Premiere,145,Gigi Goode,TOP
S12E 2,12,2,Premiere,145,Gigi Goode,
S12E 1,12,1,Premiere,152,Sherry Pie,
S12E 2,12,2,Premiere,152,Sherry Pie,TOP
S12E 1,12,1,Premiere,147,Jackie Cox,HIGH
S12E 2,12,2,Premiere,147,Jackie Cox,
S12E 1,12,1,Premiere,146,Heidi N Closet,LOW
S12E 2,12,2,Premiere,146,Heidi N Closet,
S12E 1,12,1,Premiere,153,Widow Von'Du,WIN
S12E 2,12,2,Premiere,153,Widow Von'Du,
S12E 1,12,1,Premiere,149,Jan,
S12E 2,12,2,Premiere,149,Jan,HIGH
S12E 1,12,1,Premiere,142,Brita,HIGH
S12E 2,12,2,Premiere,142,Brita,
S12E 1,12,1,Premiere,141,Aiden Zhane,
S12E 2,12,2,Premiere,141,Aiden Zhane,HIGH
S12E 1,12,1,Premiere,150,Nicky Doll,LOW
S12E 2,12,2,Premiere,150,Nicky Doll,
S12E 1,12,1,Premiere,151,Rock M. Sakura,
S12E 2,12,2,Premiere,151,Rock M. Sakura,LOW
S12E 1,12,1,Premiere,144,Dahlia Sin,
S12E 2,12,2,Premiere,144,Dahlia Sin,LOW
S1E 7,1,7,Recap,2,BeBe Zahara Benet,GUEST
S1E 7,1,7,Recap,4,Nina Flowers,GUEST
S1E 7,1,7,Recap,6,Rebecca Glasscock,GUEST
S1E 7,1,7,Recap,7,Shannel,
S1E 7,1,7,Recap,5,Ongina,
S1E 7,1,7,Recap,3,Jade,
S1E 7,1,7,Recap,1,Akashia,
S1E 7,1,7,Recap,8,Tammie Brown,
S1E 7,1,7,Recap,9,"Victoria ""Porkchop"" Parker",
S2E10,2,10,Recap,21,Tyra Sanchez,GUEST
S2E10,2,10,Recap,16,Raven,GUEST
S2E10,2,10,Recap,11,Jujubee,GUEST
S2E10,2,10,Recap,20,Tatianna,
S2E10,2,10,Recap,15,Pandora Boxx,
S2E10,2,10,Recap,10,Jessica Wild,
S2E10,2,10,Recap,17,Sahara Davenport ,
S2E10,2,10,Recap,12,Morgan McMichaels,
S2E10,2,10,Recap,19,Sonique,
S2E10,2,10,Recap,13,Mystique Summers Madison,
S2E10,2,10,Recap,14,Nicole Paige Brooks,
S2E10,2,10,Recap,18,Shangela,
S3E14,3,14,Recap,30,Raja,GUEST
S3E14,3,14,Recap,26,Manila Luzon,GUEST
S3E14,3,14,Recap,22,Alexis Mateo,GUEST
S3E14,3,14,Recap,33,Yara Sofia,
S3E14,3,14,Recap,23,Carmen Carrera,
S3E14,3,14,Recap,18,Shangela,
S3E14,3,14,Recap,24,Delta Work,
S3E14,3,14,Recap,31,Stacy Layne Matthews,
S3E14,3,14,Recap,27,Mariah,
S3E14,3,14,Recap,25,India Ferrah,
S3E14,3,14,Recap,28,Mimi Imfurst,
S3E14,3,14,Recap,29,Phoenix,
S3E14,3,14,Recap,32,Venus D-Lite,
S4E 12,4,12,Recap,44,Sharon Needles,GUEST
S4E 12,4,12,Recap,35,Chad Michaels,GUEST
S4E 12,4,12,Recap,43,Phi Phi O'Hara,GUEST
S4E 12,4,12,Recap,40,Latrice Royale,
S4E 12,4,12,Recap,38,Kenya Michaels,
S4E 12,4,12,Recap,36,DiDa Ritz,
S4E 12,4,12,Recap,46,Willam,
S4E 12,4,12,Recap,37,Jiggly Caliente,
S4E 12,4,12,Recap,42,Milan,
S4E 12,4,12,Recap,41,Madame LaQueer,
S4E 12,4,12,Recap,45,The Princess,
S4E 12,4,12,Recap,39,Lashauwn Beyond,
S4E 12,4,12,Recap,34,Alisa Summers,
S5E13,5,13,Recap,54,Jinkx Monsoon,GUEST
S5E13,5,13,Recap,47,Alaska,GUEST
S5E13,5,13,Recap,58,Roxxxy Andrews,GUEST
S5E13,5,13,Recap,50,Detox,
S5E13,5,13,Recap,49,Coco Montrese,
S5E13,5,13,Recap,48,Alyssa Edwards,
S5E13,5,13,Recap,52,Ivy Winters,
S5E13,5,13,Recap,53,Jade Jolie,
S5E13,5,13,Recap,55,Lineysha Sparx,
S5E13,5,13,Recap,51,Honey Mahogany,
S5E13,5,13,Recap,60,Vivienne Pinay,
S5E13,5,13,Recap,56,Monica Beverly Hillz,
S5E13,5,13,Recap,59,Serena ChaCha,
S5E13,5,13,Recap,57,Penny Tration,
S6E13,6,13,Recap,64,Bianca Del Rio,GUEST
S6E13,6,13,Recap,61,Adore Delano,GUEST
S6E13,6,13,Recap,65,Courtney Act,GUEST
S6E13,6,13,Recap,66,Darienne Lake,
S6E13,6,13,Recap,63,BenDeLaCreme,
